City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
296,summerville,40,US,1616122843,100,33.0185,-80.1757,19.44,2.06
297,adygeysk,20,RU,1616122843,87,44.88,39.19,5.56,4.0
298,verkhnyaya toyma,27,RU,1616122844,95,62.2349,44.9985,-14.6,2.27
299,tucuman,90,AR,1616122844,94,-26.8241,-65.2226,16.0,2.57
300,ginir,100,ET,1616122459,86,7.1333,40.7,15.34,0.97
301,kitob,100,UZ,1616122844,26,39.0843,66.8332,15.0,5.14
302,amalapuram,20,IN,1616122845,83,16.5833,82.0167,25.0,0.45
303,tessalit,3,ML,1616122464,19,20.1986,1.0114,18.61,2.98
304,ambilobe,86,MG,1616122426,93,-13.2,49.05,22.63,0.85
305,santa cruz del norte,5,CU,1616122845,83,23.1539,-81.9236,24.0,3.6
306,zhanaozen,0,KZ,1616122845,85,43.3,52.8,3.02,7.38
307,gilgit,44,PK,1616122846,57,35.9221,74.3087,6.36,1.83
308,siniscola,40,IT,1616122406,87,40.5719,9.6922,6.0,1.03
309,opuwo,100,NA,1616122205,80,-18.0607,13.84,20.36,1.3
310,vikesa,0,NO,1616122847,93,58.6376,6.0913,1.0,1.03
311,gogrial,97,SS,1616122847,66,8.5332,28.1004,24.61,1.65
312,akdepe,100,TM,1616122847,76,42.0551,59.3788,9.0,3.09
313,koszalin,100,PL,1616122848,100,54.1944,16.1722,1.11,5.1
314,karpogory,76,RU,1616122848,96,64.0019,44.4451,-19.27,2.69
315,ust-tsilma,100,RU,1616122848,94,65.441,52.1498,-15.11,3.52
316,conceicao do araguaia,100,BR,1616122848,89,-8.2578,-49.2647,23.82,0.89
317,marystown,100,CA,1616122849,93,47.1666,-55.1483,3.31,11.86
318,ikungi,87,TZ,1616122849,92,-5.1333,34.7667,15.46,3.55
319,cabedelo,0,BR,1616122849,94,-6.9811,-34.8339,25.0,2.06
320,gazalkent,0,UZ,1616122850,28,41.5581,69.7708,12.0,5.14
321,cap malheureux,3,MU,1616122407,78,-19.9842,57.6142,24.44,1.34
322,rio alejandro,69,PA,1616122850,85,9.3764,-79.7911,26.67,17.88
323,camacari,20,BR,1616122851,74,-12.6975,-38.3242,27.0,4.12
324,comodoro rivadavia,0,AR,1616122399,55,-45.8667,-67.5,17.0,3.09
325,adeje,20,ES,1616122851,67,28.1227,-16.726,17.22,2.57
326,vysotskoye,0,RU,1616122851,81,45.025,42.9064,3.0,7.0
327,alappuzha,98,IN,1616122852,75,9.49,76.3264,27.75,2.52
328,barsovo,0,RU,1616122852,51,61.1667,73.1667,-1.0,5.0
329,ponta delgada,75,PT,1616122853,77,37.7333,-25.6667,15.0,4.12
330,jiwani,0,PK,1616122853,70,25.05,61.7417,24.26,1.76
331,santo antonio do sudoeste,17,BR,1616122853,91,-26.0736,-53.7253,17.62,2.18
332,luanda,100,AO,1616122785,85,-8.8368,13.2343,25.66,3.54
333,tiznit,97,MA,1616122381,75,29.5833,-9.5,11.73,3.69
334,curico,67,CL,1616122854,59,-34.9833,-71.2333,16.0,1.54
335,daoukro,100,CI,1616122854,91,7.0591,-3.9631,22.6,1.29
336,bodden town,0,KY,1616122854,78,19.2833,-81.25,26.11,2.57
337,naryan-mar,40,RU,1616122483,97,67.6713,53.087,-25.63,4.07
338,sao goncalo,0,BR,1616122855,78,-22.8156,-43.0411,28.0,3.6
339,kurtamysh,100,RU,1616122855,92,54.9103,64.4319,-5.46,5.42
340,falkensee,46,DE,1616122855,80,52.5667,13.0833,2.22,2.64
341,presidencia roque saenz pena,29,AR,1616122855,74,-26.7852,-60.4388,20.56,1.79
342,thunder bay,1,CA,1616122855,69,48.4001,-89.3168,-2.0,1.55
343,stokmarknes,100,NO,1616122856,53,68.5646,14.9108,-1.11,4.47
344,san juan,100,AR,1616122462,66,-31.5375,-68.5364,16.72,3.93
345,hare bay,100,CA,1616122856,86,48.8499,-54.0148,1.0,4.12
346,ugoofaaru,68,MV,1616122856,67,5.6667,73.0,28.36,2.94
347,lapua,0,FI,1616122857,73,62.9693,23.0088,-10.56,0.45
348,chirongui,0,YT,1616122858,89,-12.9319,45.1483,26.0,0.51
349,lucea,40,JM,1616122858,78,18.451,-78.1736,26.0,4.63
350,the valley,20,AI,1616122396,69,18.217,-63.0578,25.0,5.66
351,asyut,0,EG,1616122377,62,27.181,31.1837,12.0,2.57
352,sompeta,100,IN,1616122858,33,18.9333,84.6,29.62,1.04
353,abu samrah,0,SY,1616122456,89,35.3029,37.1841,8.33,4.57
354,tokmak,100,UA,1616122859,88,47.2514,35.7058,5.0,5.37
355,mahibadhoo,12,MV,1616122859,69,3.7833,72.9667,28.11,1.87
356,roald,90,NO,1616122859,93,62.5833,6.1333,4.0,2.06
357,slavgorodskoye,55,RU,1616122860,88,53.0214,78.6435,-10.31,4.84
358,meshchovsk,43,RU,1616122860,96,54.3244,35.2808,-6.15,2.87
359,goundam,59,ML,1616122487,10,16.4145,-3.6708,23.59,4.43
360,belmonte,20,BR,1616122861,94,-15.8631,-38.8828,23.0,1.03
361,qasigiannguit,44,GL,1616122861,66,68.8193,-51.1922,-14.0,3.09
362,dehloran,34,IR,1616122861,35,32.6941,47.2679,16.76,2.46
363,mayor pablo lagerenza,98,PY,1616122478,76,-19.9309,-60.7718,22.39,2.18
364,aksarka,100,RU,1616122445,97,66.5606,67.7975,-22.17,5.16
365,caxito,40,AO,1616122864,83,-8.5785,13.6643,27.0,1.54
366,la palma,1,US,1616122864,62,33.8464,-118.0467,14.44,1.54
367,forssa,100,FI,1616122864,80,60.8146,23.6215,-8.89,0.89
368,andenes,90,NO,1616122387,69,69.3143,16.1194,-2.0,12.35
369,anloga,20,GH,1616122464,83,5.7947,0.8973,25.0,2.57
370,kikwit,93,CD,1616122865,94,-5.041,18.8162,21.34,0.69
371,pahalgam,43,IN,1616122752,64,34.0333,75.3333,4.16,2.67
372,synya,100,RU,1616122476,95,65.3718,58.0387,-10.09,3.03
373,cubuk,75,TR,1616122866,86,40.2386,33.0322,1.11,0.51
374,kataysk,100,RU,1616122866,93,56.289,62.5841,-6.18,5.28
375,kajaani,0,FI,1616122866,84,64.2273,27.7285,-19.0,1.03
376,porto novo,20,BJ,1616122467,83,6.4965,2.6036,25.0,1.03
377,tahta,0,EG,1616122867,50,26.7693,31.5021,13.0,2.06
378,huaral,0,PE,1616122868,73,-11.495,-77.2078,22.0,4.12
379,jijiga,3,ET,1616122868,85,9.35,42.8,16.2,0.97
380,paita,100,PE,1616122384,76,-5.0892,-81.1144,24.71,4.76
381,maraa,92,BR,1616122868,97,-1.8333,-65.3667,22.61,1.47
382,araouane,41,ML,1616122869,13,18.9048,-3.5265,20.85,2.5
383,sawakin,7,SD,1616122869,69,19.1059,37.3321,23.19,4.38
384,pavlogradka,100,RU,1616122869,76,54.2024,73.5592,-8.5,5.25
385,kharitonovo,87,RU,1616122870,96,61.4009,47.4978,-8.75,2.15
386,ust-shonosha,97,RU,1616122870,96,61.1531,41.343,-12.66,2.83
387,manta,75,EC,1616122870,78,-0.95,-80.7333,26.0,1.54
388,goba,74,ET,1616122871,85,7.0167,39.9833,10.55,0.63
389,blackpool,48,GB,1616122815,81,53.8167,-3.05,10.56,6.88
390,key west,1,US,1616122871,69,24.5557,-81.7826,26.0,3.09
391,vuktyl,100,RU,1616122871,96,63.8567,57.3094,-5.94,1.09
392,harqalah,0,TN,1616122871,76,36.0303,10.509,12.0,1.03
393,barra de sao francisco,100,BR,1616122872,96,-18.755,-40.8908,20.81,0.78
394,agbor,100,NG,1616122872,90,6.2518,6.1934,24.05,1.87
395,inirida,77,CO,1616122394,90,3.8653,-67.9239,23.72,0.91
396,batangafo,96,CF,1616122872,65,7.3008,18.2833,22.48,1.38
397,buzmeyin,75,TM,1616122872,67,38.0507,58.2056,14.0,10.29
398,pokhara,99,NP,1616122637,17,28.2333,83.9833,26.7,0.89
399,ambikapur,84,IN,1616122863,19,23.1167,83.2,27.32,0.21
400,magaria,89,NE,1616122873,20,12.9983,8.9099,22.34,0.64
401,marzuq,95,YE,1616122472,59,14.4,46.4667,12.94,0.62
402,olinda,40,BR,1616122417,73,-8.0089,-34.8553,26.0,2.06
403,parrita,0,CR,1616122428,73,9.5201,-84.3225,23.0,1.54
404,oderzo,100,IT,1616122874,80,45.7882,12.5019,3.89,1.79
405,cuamba,91,MZ,1616122874,98,-14.8031,36.5372,19.78,0.85
406,hatillo,40,PR,1616122874,78,18.4863,-66.8254,23.33,4.63
407,maridi,30,SS,1616122494,81,4.9158,29.4742,19.44,0.67
408,les cayes,78,HT,1616122875,78,18.2,-73.75,24.81,2.51
409,kitui,100,KE,1616122877,91,-1.367,38.0106,18.9,1.52
410,nioro,19,GM,1616122877,81,13.35,-15.75,16.93,2.37
411,male,75,MV,1616122594,83,4.1748,73.5089,28.0,1.74
412,parry sound,0,CA,1616122877,34,45.3501,-80.033,-2.0,5.47
413,bull savanna,0,JM,1616122878,82,17.8868,-77.5902,22.88,3.15
414,bor,90,RU,1616122878,100,56.3567,44.0669,-4.0,1.06
415,mtwara,20,TZ,1616122879,94,-10.2667,40.1833,23.0,3.09
416,ishurdi,25,BD,1616122879,22,24.1333,89.0833,29.31,2.38
417,viradouro,0,BR,1616122879,88,-20.8731,-48.2969,23.0,3.6
418,nalut,60,LY,1616122880,27,30.3333,10.85,16.7,0.59
419,bonavista,100,CA,1616122880,86,48.6499,-53.1147,1.67,4.12
420,yangambi,32,CD,1616122881,79,0.8102,24.4336,20.83,0.63
421,husavik,20,IS,1616122402,71,66.0449,-17.3389,9.0,2.57
422,westport,90,US,1616122464,81,41.1415,-73.3579,7.0,10.29
423,denia,93,ES,1616122882,84,38.8408,0.1057,10.0,0.89
424,staryy nadym,100,RU,1616122882,94,65.6118,72.6842,-10.75,3.8
425,kavaratti,57,IN,1616122882,66,10.5669,72.642,28.68,3.72
426,calama,0,CL,1616122882,26,-22.4667,-68.9333,14.0,5.14
427,banda aceh,6,ID,1616122883,72,5.5577,95.3222,28.81,4.08
428,saint-pierre,0,RE,1616122444,69,-21.3393,55.4781,24.0,3.09
429,tete,2,MZ,1616122883,98,-16.1564,33.5867,20.83,0.97
430,qarqin,100,AF,1616122883,24,37.4185,66.0436,21.37,13.26
431,kamenica,100,DE,1616122884,94,50.8333,12.9167,0.56,2.47
432,kashan,76,IR,1616122884,40,33.9831,51.4364,16.23,1.8
433,santona,75,ES,1616122427,87,43.4439,-3.4576,10.0,1.03
434,villaviciosa,100,ES,1616122884,67,43.4813,-5.4357,10.56,1.78
435,la ligua,0,CL,1616122458,90,-32.4524,-71.2311,10.07,0.4
436,tirano,100,IT,1616122885,46,46.2154,10.1679,3.33,1.56
437,tangier,0,MA,1616122885,82,35.7806,-5.8137,13.0,5.14
438,segou,97,ML,1616122885,13,13.4317,-6.2157,28.86,4.84
439,saqqez,0,IR,1616122885,77,36.2499,46.2735,0.83,1.93
440,praia,0,CV,1616122384,77,14.9215,-23.5087,20.0,5.14
441,san lawrenz,20,MT,1616122886,87,36.0553,14.204,11.11,2.06
442,nema,61,RU,1616122886,96,57.5067,50.5011,-10.64,1.94
443,buritis,100,BR,1616122886,82,-15.6178,-46.4233,21.33,0.88
444,stephenville,1,US,1616122887,50,32.2207,-98.2023,10.0,4.63
445,khandbari,18,NP,1616122887,22,27.3747,87.2039,24.31,0.74
446,sassandra,100,CI,1616122887,90,4.95,-6.0833,23.84,1.94
447,marsa matruh,0,EG,1616122380,71,31.3525,27.2453,9.0,1.03
448,konevo,100,RU,1616122888,92,62.1215,39.3192,-11.8,3.41
449,anori,100,BR,1616122889,99,-3.7728,-61.6442,21.63,1.61
450,iacu,17,BR,1616122889,92,-12.7672,-40.2117,20.98,0.59
451,nawabganj,56,BD,1616122889,17,24.5911,88.271,29.9,2.15
452,kolokani,51,ML,1616122890,13,13.5728,-8.0339,27.91,2.25
453,boden,0,SE,1616122890,85,65.8252,21.6886,-13.0,2.57
454,rorvik,87,NO,1616122891,73,64.8621,11.2373,1.11,7.94
455,qena,0,EG,1616122891,47,26.1615,32.7183,15.0,2.09
456,honningsvag,100,NO,1616122891,73,70.9821,25.9704,-3.86,15.74
457,camopi,58,GF,1616122892,99,3.1655,-52.3158,20.67,1.13
458,omboue,100,GA,1616122892,84,-1.5746,9.2618,24.8,0.97
459,cayenne,20,GF,1616122893,94,4.9333,-52.3333,26.11,1.03
460,tamsweg,94,AT,1616122893,79,47.1281,13.811,-6.11,1.53
461,wajir,90,KE,1616122894,64,1.7471,40.0573,25.52,6.46
462,harnosand,0,SE,1616122894,62,62.6323,17.9379,-6.11,4.63
463,gazojak,88,TM,1616122894,70,41.1875,61.4036,11.55,4.16
464,altay,0,CN,1616122894,70,47.8667,88.1167,-10.36,0.95
465,minab,0,IR,1616122470,60,27.1467,57.0801,20.0,2.06
466,rajpipla,40,IN,1616122895,47,21.8667,73.5,25.0,1.54
467,chak jhumra,0,PK,1616122895,32,31.5678,73.1835,23.12,2.55
468,mandapam,90,IN,1616122895,69,9.2833,79.1167,27.24,4.44
469,morant bay,20,JM,1616122895,74,17.8815,-76.4093,27.0,1.54
470,rawson,96,AR,1616122442,36,-43.3002,-65.1023,19.75,8.39
471,vytegra,100,RU,1616122896,96,61.0064,36.4481,-10.94,1.56
472,jilib,81,SO,1616122896,95,0.4883,42.7854,22.42,1.58
473,sturlic,2,BA,1616122896,89,45.0639,15.7781,-3.33,0.45
474,molo,93,KE,1616122896,86,-0.2479,35.7374,10.42,1.04
475,arrifes,75,PT,1616122422,77,37.7667,-25.7,15.0,4.12
476,ballina,90,AU,1616122450,73,-28.8667,153.5667,26.0,1.54
477,bonthe,0,SL,1616122897,79,7.5264,-12.505,25.02,1.81
478,iskateley,39,RU,1616122897,97,67.6803,53.1512,-25.72,4.04
479,kutum,71,SD,1616122465,24,14.2,24.6667,20.94,6.23
480,touros,40,BR,1616122417,94,-5.1989,-35.4608,24.0,1.54
481,tsabong,91,BW,1616122427,43,-26.0217,22.401,25.44,2.52
482,ancona,18,IT,1616122898,93,43.55,13.1667,1.67,1.54
483,igra,84,RU,1616122898,97,57.5558,53.0547,-8.05,1.6
484,whithorn,40,JM,1616122899,78,18.2604,-78.0378,26.0,4.63
485,cserkeszolo,0,HU,1616122899,64,46.8632,20.187,1.11,3.09
486,yazman,0,PK,1616122899,31,29.1212,71.7446,23.08,4.31
487,awbari,96,LY,1616122899,22,26.5921,12.7805,19.76,4.11
488,requena,91,ES,1616122899,83,39.4883,-1.1004,6.67,2.81
489,novyy yarychiv,100,UA,1616122900,100,49.9044,24.3052,-3.33,1.0
490,pervomayskiy,54,RU,1616122900,95,53.2485,40.2871,-7.58,1.8
491,ferme-neuve,0,CA,1616122900,42,46.7001,-75.4493,-6.0,5.14
492,lichtenfels,81,DE,1616122900,82,50.1457,11.0593,1.11,1.4
493,siuna,100,NI,1616122901,97,13.7332,-84.7773,21.85,1.14
494,palasa,100,IN,1616122707,33,18.7667,84.4167,29.72,1.91
495,mwene-ditu,67,CD,1616122901,91,-7.0,23.45,17.53,1.08
496,bhag,3,PK,1616122901,22,29.0415,67.8239,27.46,3.53
497,estelle,20,US,1616122901,63,29.8458,-90.1067,16.11,2.57
498,rio grande,30,BR,1616122452,79,-32.035,-52.0986,18.79,4.11
499,praia da vitoria,75,PT,1616122902,88,38.7333,-27.0667,15.0,4.86
500,camana,99,PE,1616122902,88,-16.6228,-72.7111,21.26,2.32
501,mattru,13,SL,1616122478,86,7.6244,-11.8332,23.58,0.78
502,tabou,100,CI,1616122903,89,4.423,-7.3528,24.6,1.72
503,port hawkesbury,90,CA,1616122415,93,45.6169,-61.3485,4.0,3.79
504,raudeberg,6,NO,1616122903,95,61.9875,5.1352,1.67,1.98
505,bella union,0,UY,1616122903,56,-30.2752,-57.6007,17.18,4.63
506,misratah,90,LY,1616122903,83,32.3754,15.0925,16.21,6.79
507,sao felix do xingu,100,BR,1616122904,98,-6.6447,-51.995,22.06,1.44
508,achutupo,96,PA,1616122904,88,9.2,-77.9833,25.34,2.31
509,den helder,0,NL,1616122461,75,52.9599,4.7593,4.0,4.63
510,mangrol,0,IN,1616122904,75,21.1167,70.1167,24.58,4.02
511,barreirinha,100,BR,1616122904,98,-2.7933,-57.07,22.34,0.26
512,ouesso,89,CG,1616122905,89,1.6136,16.0517,20.92,0.3
513,carbonia,75,IT,1616122905,87,39.1672,8.5222,6.11,2.06
514,nsanje,0,MW,1616122906,98,-16.92,35.262,21.63,1.18
515,valparaiso,0,CL,1616122907,94,-33.0393,-71.6273,12.0,0.51
516,sol-iletsk,89,RU,1616122908,90,51.1631,54.9918,-0.22,5.72
517,marsh harbour,0,BS,1616122410,81,26.5412,-77.0636,23.53,7.61
518,lahan,49,NP,1616122909,20,26.7296,86.4951,27.51,2.82
519,maurawan,75,IN,1616122911,73,26.4333,80.8833,24.0,1.54
520,ormara,0,PK,1616122393,62,25.2088,64.6357,23.87,1.72
521,sistranda,40,NO,1616122452,93,63.7256,8.834,2.0,5.14
522,nisia floresta,20,BR,1616122914,83,-6.0911,-35.2086,26.0,2.06
523,chokwe,0,MZ,1616122916,91,-24.5333,32.9833,21.55,1.25
524,lawrenceburg,90,US,1616122918,81,38.0373,-84.8966,7.22,5.66
525,busayra,0,JO,1616122919,66,30.7376,35.6078,6.6,1.22
526,coihaique,0,CL,1616122920,50,-45.5752,-72.0662,12.0,1.03
527,severnoye,100,RU,1616122920,90,56.3491,78.3619,-8.43,4.98
528,ilorin,93,NG,1616122629,72,8.5,4.55,25.55,3.96
529,terra santa,100,BR,1616122451,98,-2.1042,-56.4869,22.22,1.14
530,itaituba,100,BR,1616122920,99,-4.2761,-55.9836,22.38,0.84
531,nyakahanga,62,TZ,1616122921,92,-1.6033,31.1414,13.91,0.49
532,moose factory,90,CA,1616122378,67,51.2585,-80.6094,-11.0,2.57
533,fulnek,90,CZ,1616122922,93,49.7124,17.9032,-2.0,1.54
534,camacha,40,PT,1616122922,77,33.0833,-16.3333,16.0,6.69
535,jaynagar-majilpur,40,IN,1616122922,57,22.1758,88.4178,27.0,3.14
536,puerto narino,40,CO,1616122923,100,-3.7703,-70.3831,24.0,1.05
537,jinka,42,ET,1616122924,86,5.65,36.65,16.65,1.11
538,ipora,96,BR,1616122924,93,-16.4419,-51.1178,19.98,0.95
539,axim,100,GH,1616122924,80,4.8699,-2.2405,25.33,1.92
540,igarka,99,RU,1616122925,84,67.4667,86.5833,-25.56,2.51
541,winter garden,56,US,1616122925,87,28.5653,-81.5862,23.89,6.76
542,puerto baquerizo moreno,55,EC,1616122927,79,-0.9,-89.6,26.14,3.71
543,canton,75,CN,1616122823,65,23.1167,113.25,30.0,2.0
544,smithfield,90,US,1616122927,100,41.922,-71.5495,5.56,5.66
545,urengoy,100,RU,1616122928,95,65.9667,78.3667,-14.62,2.77
546,imbituba,40,BR,1616122402,53,-28.24,-48.6703,24.0,2.57
547,botwood,100,CA,1616122928,91,49.1499,-55.3482,1.11,0.89
548,biltine,0,TD,1616122470,14,14.5333,20.9167,29.13,9.5
549,vangaindrano,90,MG,1616122393,91,-23.35,47.6,23.09,1.37
550,yarim,78,YE,1616122929,28,14.298,44.3779,10.53,1.75
551,bantva,0,IN,1616122929,88,21.4864,70.0689,22.0,2.06
552,chama,75,CH,1616122929,93,47.1821,8.4636,0.0,1.28
553,narayanpet,76,IN,1616122929,32,16.7333,77.5,27.09,2.06
554,contai,99,IN,1616122930,43,21.7786,87.7536,28.84,3.27
555,yako,8,BF,1616122930,15,12.9667,-2.2667,23.12,1.79
556,terme,75,TR,1616122930,87,41.2092,36.9739,9.44,2.06
557,jumla,99,NP,1616122401,37,29.2747,82.1838,12.41,1.26
558,kapiri mposhi,97,ZM,1616122931,98,-13.9652,28.6809,15.69,1.66
559,quthing,3,LS,1616122931,57,-30.4,27.7003,13.28,1.18
560,teguise,20,ES,1616122931,72,29.0605,-13.564,18.0,5.66
561,kifri,0,IQ,1616122931,40,34.6959,44.9661,12.64,4.09
562,chulumani,76,BO,1616122931,93,-16.4096,-67.5263,15.3,0.91
563,iquitos,90,PE,1616122932,94,-3.7481,-73.2472,24.0,1.54
564,alghero,0,IT,1616122932,93,40.5589,8.3181,5.0,2.06
565,hingoli,76,IN,1616122932,28,19.7167,77.15,30.42,3.52
566,havelock,88,US,1616122932,86,34.8791,-76.9013,20.56,4.02
567,havre-saint-pierre,90,CA,1616122933,74,50.2334,-63.5986,-3.0,9.26
568,elizabeth city,40,US,1616122933,88,36.2946,-76.2511,19.0,4.12
569,zell am see,89,AT,1616122933,95,47.3256,12.7944,-5.0,1.37
570,tromso,0,NO,1616122414,46,69.6496,18.957,-3.0,13.89
571,chimbote,100,PE,1616122933,75,-9.0853,-78.5783,22.62,2.52
572,tatarsk,100,RU,1616122934,83,55.219,75.9828,-9.34,5.32
573,viedma,0,AR,1616122414,37,-40.8135,-62.9967,15.11,4.7
574,hopkinsville,95,US,1616122934,93,36.8656,-87.4886,7.22,1.34
575,bay roberts,100,CA,1616122934,87,47.5999,-53.2648,3.33,1.79
576,barbacena,100,BR,1616122934,93,-21.2258,-43.7736,19.44,1.83
577,saint andrews,1,US,1616122935,52,34.0454,-81.1293,22.0,10.29
578,florianopolis,40,BR,1616122935,53,-27.6146,-48.5012,26.67,2.57
579,abay,0,KZ,1616122395,62,49.6311,72.8539,-8.0,8.0
580,bilma,12,NE,1616122394,18,18.6853,12.9164,25.49,2.65
581,guatire,77,VE,1616122936,97,10.4762,-66.5427,19.19,0.25
582,san ramon de la nueva oran,100,AR,1616122936,90,-23.1322,-64.326,21.67,0.37
583,weligama,100,LK,1616122937,73,5.9667,80.4167,27.5,0.74
584,sivas,75,TR,1616122937,100,39.7916,37.0019,-5.0,4.12
585,copiapo,90,CL,1616122937,82,-27.3667,-70.3333,16.0,0.62
586,beira,11,MZ,1616122937,93,-19.8436,34.8389,22.65,2.57
587,santo angelo,0,BR,1616122938,88,-28.2992,-54.2631,16.11,3.1
588,bahawalpur,0,PK,1616122796,36,29.4,71.6833,22.41,4.16
589,puerto cabezas,100,NI,1616122426,91,14.0351,-83.3888,24.5,4.26
590,kerch,70,UA,1616122490,89,45.3583,36.4758,6.05,7.25
591,port-cartier,75,CA,1616122938,52,50.0334,-66.8654,-10.0,9.77
592,bethausen,100,RO,1616122939,100,45.8331,21.9528,1.11,2.57
